NMJCounting,Muscle,Fenotype,Genotype,Maturity,Bounds0Red,Bounds1Red,Bounds2Red,CCDistRed,CCSize0Red,CCSize1Red,CCSize2Red,CCRed,FragmentationRed,Compactness0Red,Compactness1Red,MeanIntensityRed,ShapeFactor0Red,ShapeFactor1Red,ShapeFactor2Red,SkeletonLengthRed,SurfaceVolumeRatio0Red,SurfaceVolumeRatio1Red,Surface0Red,Surface1Red,Surface2Red,Surface3Red,SurfaceDil0Red,SurfaceDil1Red,Volume0Red,Volume1Red,Bounds0Gr,Bounds1Gr,Bounds2Gr,CCDistGr,CCSize0Gr,CCSize1Gr,CCSize2Gr,CCGr,Compactness0Gr,Compactness1Gr,FragmentationGr,ShapeFactor0Gr,ShapeFactor1Gr,ShapeFactor2Gr,SkeletonLengthGr,SurfaceVolumeRatio0Gr,SurfaceVolumeRatio1Gr,Surface0Gr,Surface1Gr,Surface2Gr,Surface3Gr,SurfaceDil0Gr,SurfaceDil1Gr,Volume0Gr,Volume1Gr,IoUGr,ComDist,Coverage,HausDist,NIntersection,NUnion
Degenerating,0,1,2,1,36,25,8,0,1433,1433,1433,1,0,66.724,34.077,0.505,2.527,-1.373,0.549,188,1.459,0.932,1336,768.269,2091,5158.566,2091,1336,1433,370.198,14,17,4,5.479,1,14,4.333,6,130.674,5.099,0.833,7.511,-1.878,1.632,24,8.692,1,26,46.862,226,593.724,226,26,26,6.717,0.043,4.196,1.814434438,0,26,610
Degenerating,0,1,2,1,37,19,5,0,627,627,627,1,0,76.575,23.265,0.464,2.985,-1.455,0.649,116,2.107,0.952,597,413.66,1321,3330.649,1321,597,627,161.978,22,5,2,8.865,1,11,6,2,71.151,3.464,0.5,9.719,-2.777,2.112,8,7.5,1,12,21.775,90,233.325,90,12,12,3.1,0.057,3.393,1.913840151,0,12,212
Degenerating,0,1,2,1,12,27,5,0,398,398,398,1,0,53.58,19.129,0.532,3.52,-1.75,0.765,46,1.932,0.972,387,262.641,769,2004.986,769,387,398,100.575,5,7,1,3.577,1,2,1.5,2,97.288,1.732,0.5,15.428,-4.628,3.353,6,14.667,1,3,7.516,44,122.231,44,3,3,0.758,0.016,1.633,0.753666418,0,3,187
Degenerating,0,1,2,1,19,20,3,5.213,42,484,263,2,0.5,63.028,20.684,0.493,3.341,-1.611,0.726,110,1.962,0.933,491,344.272,1032,2698.889,1032,491,526,132.92,18,19,1,5.131,5,100,51,3,89.413,12.369,0.667,4.16,-1.599,0.904,54,3.739,1,153,149.963,572,1536.75,572,153,153,38.663,0.736,0.361,29.08742101,0,153,208
Degenerating,0,1,2,1,31,36,5,0,1307,1307,1307,1,0,60.832,31.369,0.558,2.595,-1.529,0.564,70,1.415,0.91,1189,604.19,1849,4636.708,1849,1189,1307,337.647,22,32,3,7.544,1,46,8.889,9,133.1,8.944,0.889,5.164,-1.541,1.122,48,6.05,1,80,110.228,484,1261.646,484,80,80,20.667,0.125,1.552,6.120889568,0,80,641
Degenerating,0,1,2,1,19,35,7,0,887,887,887,1,0,66.678,28.93,0.528,2.623,-1.449,0.57,134,1.711,0.981,870,496.12,1518,3980.158,1518,870,887,224.145,13,20,5,5.155,2,9,4.75,8,154.897,6.164,0.875,6.618,-1.612,1.438,32,8.579,1,38,70.247,326,891.062,326,38,38,9.603,0.089,0.904,4.284280265,0,38,426
Degenerating,1,1,3,1,55,39,7,7.467,1,3303,1652,2,0.5,78.442,47.194,0.714,1.959,1.18,0,298,1.23,0.877,2520,4182,2977,4188,4065,2897,3304,834.921,54,38,6,0,2180,2180,2180,1,104.204,42.795,0,1.98,1.04,0.001,486,1.708,0.944,1889,3596,2590,3608,3723,2057,2180,550.886,0.845,0.541,65.98061373,3,2180,2581
Degenerating,1,1,3,0,39,36,2,0,1353,1353,1353,1,0,76.111,35.244,0.642,2.157,1.316,0.469,162,1.624,0.972,1262,2068,1653,2068,2197,1315,1353,341.903,31,29,1,7.288,1,307,79.25,4,98.562,17.804,0.75,3.263,1.402,0.709,102,3.129,1,317,738,610,756,992,317,317,80.106,0.362,2.182,23.429,10.05,317,875
Degenerating,1,1,2,0,62,35,4,0,2121,2121,2121,1,0,118.694,45.957,0.651,1.793,0.973,0,420,1.88,0.999,2049,3776,2901,3776,3987,2118,2121,639.256,59,32,2,9.87,1,9,2.441,59,430.353,12,0.983050847,4.245,1.371,0.007,238,10.875,1,144,446,649,728,1566,144,144,43.401,0.115,0.348,6.78929881,7.211,144,1256
Degenerating,0,1,2,1,27,33,5,0,1596,1596,1596,1,0,34.99,20.411,0.671,3.652,-2.189,0.794,48,0.915,0.639,1020,505.324,1461,3802.873,1461,1020,1596,403.309,25,30,3,7.56,44,102,63.667,3,98.005,13.82,0.667,3.864,-1.43,0.84,48,3.691,1,191,190.95,705,1887.954,705,191,191,48.266,0.193,0.429,11.96749887,0,191,992
Degenerating,1,0,0,2,52,57,3,0,3083,3083,3083,1,0,116.61,53.085,0.516,1.657,-1.021,0.36,378,1.64,0.97,2992,-1319.744,5056,-13577.389,5056,2992,3083,779.074,45,57,1,11.768,1,441,52.308,13,204.258,26.077,0.923076923,2.53,-0.91,0.55,344,3.944,1,680,-596.802,2682,-7299.88,2682,680,680,171.836,0.387,4.92,22.05644137,0,680,1658
Degenerating,0,1,2,1,37,74,5,0,4504,4504,4504,1,0,83.374,47.379,0.632,1.951,-1.233,0.424,372,1.156,0.793,3571,1671.827,5205,13081.49,5205,3571,4504,1163.552,33,70,3,10.554,1,68,12.2,20,221.39,15.62,0.95,3.561,-1.057,0.774,154,5.857,1,244,323.613,1429,3726.816,1429,244,244,63.034,0.092,1.273,5.417377135,0,244,2653
Degenerating,0,1,2,1,30,57,4,0,1896,1896,1896,1,0,63.452,36.189,0.529,2.456,-1.442,0.534,206,1.285,0.884,1676,851.244,2437,6056.311,2437,1676,1896,489.808,23,46,2,7.762,1,48,7.333,12,155.865,9.381,0.917,5.003,-1.402,1.087,64,6.511,1,88,130.758,573,1493.382,573,88,88,22.734,0.106,4.17,4.641410512,0,88,829
Degenerating,0,1,2,1,37,57,7,0,4143,4143,4143,1,0,48.042,32.611,0.701,2.677,-1.686,0.582,98,0.823,0.636,2633,1178.048,3409,8484.592,3409,2633,4143,1070.292,34,56,6,0,1295,1295,1295,1,112.272,35.28,0,2.151,-1.038,0.467,216,2.135,0.987,1278,844.21,2765,6993.045,2765,1278,1295,334.547,0.463,0.587,31.25754467,0,1295,2796
Degenerating,0,1,2,1,17,34,5,0,1427,1427,1427,1,0,36.394,21.203,0.693,3.597,-2.15,0.782,38,0.975,0.68,971,477.345,1392,3468.209,1392,971,1427,368.648,14,30,4,0,443,443,443,1,71.169,20.834,0,3.193,-1.43,0.694,124,2.253,0.993,440,339.536,998,2489.245,998,440,443,114.444,0.482,0.435,31.04424817,0,443,920
Degenerating,0,1,2,1,21,24,4,0,1027,1027,1027,1,0,42.981,19.522,0.64,3.567,-2.026,0.775,74,1.216,0.719,738,409.713,1249,3130.515,1249,738,1027,265.313,19,22,2,4.534,1,260,130.5,2,94.948,16.155,0.5,3.495,-1.369,0.76,94,3.257,1,261,254.976,850,2154.306,850,261,261,67.426,0.442,0.414,25.41375658,0,261,590
Degenerating,0,1,2,1,40,66,3,11.79,53,1839,669,4,0.75,107.546,47.781,0.463,1.817,-1.104,0.395,320,1.629,0.948,2538,1234.331,4359,11619.49,4359,2538,2676,676.225,37,63,2,9.839,1,238,44.312,16,225.07,26.627,0.938,2.495,-0.84,0.542,374,4.15,1,709,755.812,2942,7919.557,2942,709,709,179.164,0.638,0.764,26.49473178,0,709,1112
Degenerating,1,1,1,1,41,51,4,0,1397,1397,1397,1,0,72.509,30.691,0.48,2.653,-1.39,0.577,202,1.555,0.877,1225,-722.012,2173,-5682.376,2173,1225,1397,353.022,16,23,1,6.225,1,3,1.4,5,151.514,2.646,0.8,11.632,-2.544,2.528,10,14.857,1,7,-11.982,104,-282.694,104,7,7,1.769,0.012,4.306,0.501,0,7,602
Degenerating,0,1,2,1,38,46,3,0,2441,2441,2441,1,0,75.553,39.932,0.603,2.147,-1.33,0.467,200,1.327,0.868,2118,1015.82,3240,8167.798,3240,2118,2441,630.602,37,44,1,10.061,1,218,40.909,11,169.282,21.213,0.909,2.904,-1.044,0.631,234,3.993,1,450,461.609,1797,4631.898,1797,450,450,116.252,0.324,2.426,18.43508267,0,450,1387
Degenerating,1,1,3,1,43,56,4,11.181,1,2438,1219.5,2,0.5,104.191,45.668,0.683,1.873,1.031,0,326,1.645,0.949,2153,3912,2942,3918,4012,2315,2439,616.335,12,45,0,7.25,1,9,3.273,11,193.703,6,0.909090909,6.739,1.575,0.028,48,10.139,1,36,154,154,166,365,36,36,9.097,0.023,3.004,1.475983029,33.481,36,1573
Degenerating,0,1,2,1,29,16,6,0,461,461,461,1,0,88.374,21.471,0.398,3.067,-1.31,0.666,120,2.568,1,461,398.217,1184,3093.162,1184,461,461,116.495,26,8,5,8.607,9,12,10.333,3,105.981,5.568,0.667,7.083,-1.893,1.539,28,7.129,1,31,51.976,221,599.708,221,31,31,7.834,0.304,0.438,6.724752135,0,31,102
Degenerating,0,1,2,1,25,69,6,0,3348,3348,3348,1,0,64.489,37.942,0.62,2.34,-1.438,0.509,242,1.075,0.755,2527,1198.288,3599,9002.898,3599,2527,3348,864.914,20,64,4,10.211,1,428,73.333,9,142.179,25.457,0.889,2.652,-1.054,0.576,228,3.129,0.994,656,580.079,2065,5273.061,2065,656,660,170.503,0.34,1.119,19.71328941,0,660,1941
Degenerating,0,1,2,1,69,48,6,0,4860,4860,4860,1,0,93.438,53.939,0.614,1.778,-1.124,0.386,332,1.216,0.843,4096,1864.512,5908,14881.42,5908,4096,4860,1255.52,68,43,4,12.164,1,698,107.417,12,193.839,35.777,0.917,2.083,-0.848,0.453,488,3.078,0.998,1286,1055.926,3967,10188.34,3967,1286,1289,332.997,0.46,1.825,26.52263604,0,1289,2804
Degenerating,1,1,3,0,69,33,5,9.678,1,1775,357.2,5,0.8,130.434,40.92,0.617,1.937,0.944,0.421,578,2.12,0.979,1691,3468,2755,3480,3786,1748,1786,451.322,51,21,4,7.958,1,151,24.091,11,178.511,16.003,0.909090909,3.717,1.165,0.808,214,4.936,0.989,247,788,678,842,1308,262,265,66.965,0.239,2.05,14.838,18.358,265,1109
Degenerating,0,1,2,1,33,44,5,0,1361,1361,1361,1,0,101.655,36.001,0.463,2.179,-1.134,0.474,288,1.965,0.984,1339,842.056,2675,6740.098,2675,1339,1361,351.597,20,27,2,6.805,1,43,10,7,143.246,8.367,0.857,5.399,-1.454,1.173,58,6.643,1,70,110.651,465,1207.368,465,70,70,18.084,0.153,5.994,5.143388595,0,70,458
Degenerating,1,1,2,0,65,37,4,0,2156,2156,2156,1,0,107.28,45.339,0.61,1.833,1.019,0,310,1.748,0.984,2026,3644,2726,3674,3768,2122,2156,649.805,65,35,3,10.605,1,243,15.351,37,278.653,23.833,0.972972973,2.687,0.867,0.002,474,5.151,1,568,1760,1584,2012,2926,568,568,171.192,0.438,4.324,26.34513431,4.123,568,1298
Degenerating,0,1,2,1,33,52,8,0,3168,3168,3168,1,0,60.057,35.456,0.655,2.501,-1.504,0.544,180,1.044,0.735,2328,1116.321,3308,8260.04,3308,2328,3168,818.413,30,50,6,9.058,9,543,203.75,4,138.088,28.548,0.75,2.388,-0.995,0.519,194,2.86,1,815,658.713,2331,5948.39,2331,815,815,210.545,0.413,0.371,25.72600875,0,815,1975
Degenerating,0,1,2,1,27,15,2,4.828,1,227,114,2,0.5,63.015,15.1,0.529,3.642,-1.805,0.792,70,2.592,1,228,168.511,591,1506.649,591,228,228,58.901,2,1,0,0,6,6,6,1,51.998,2.449,0,12.245,-4.592,2.661,6,7.667,1,6,8.292,46,122.093,46,6,6,1.55,0.059,4.12,2.631534269,0,6,101
Degenerating,1,1,3,1,57,47,5,11.118,7,1167,587,2,0.5,150.662,34.001,0.538,2.193,0.925,0.001,360,2.684,0.995,1129,2676,1975,2706,3151,1168,1174,296.67,0,0,0,0,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.345,0,501
Degenerating,0,1,2,1,39,25,7,0,1356,1356,1356,1,0,47.863,26.393,0.63,3.272,-1.754,0.711,66,1.191,0.801,1086,618.838,1615,4143.474,1615,1086,1356,342.661,29,18,4,6.169,1,39,16.833,6,121.834,10.05,0.833,4.778,-1.48,1.038,46,5.277,1,101,146.855,533,1424.856,533,101,101,25.523,0.124,1.203,7.448469479,0,101,814
Degenerating,0,1,2,1,43,34,5,0,2397,2397,2397,1,0,62.043,39.518,0.535,2.18,-1.441,0.474,160,1.171,0.867,2078,850.075,2807,7427.206,2807,2078,2397,605.722,33,27,4,7.708,1,33,6.083,12,177.176,8.544,0.917,5.324,-1.398,1.157,72,7.548,1,73,118.058,551,1506.73,551,73,73,18.447,0.067,1.589,3.045456497,0,73,1086
Degenerating,0,1,2,1,42,50,7,0,2399,2399,2399,1,0,89.251,42.633,0.573,1.976,-1.215,0.429,274,1.492,0.912,2187,1032.87,3579,9520.885,3579,2187,2399,606.227,36,43,5,9.731,1,135,14.643,14,171.453,14.318,0.929,3.774,-1.155,0.82,120,5.234,1,205,263.165,1073,2900.897,1073,205,205,51.803,0.165,3.515,8.545148929,0,205,1245
Degenerating,0,1,2,1,58,32,4,11.412,1,1310,265,5,0.8,128.567,36.401,0.455,2.104,-1.018,0.457,342,2.319,1,1325,915.64,3073,8146.022,3073,1325,1325,334.827,45,27,3,6.817,1,47,9.882,17,185.134,12.961,0.941,4.033,-1.164,0.876,100,5.887,1,168,242.128,989,2674.235,989,168,168,42.454,0.354,0.536,12.67938368,0,168,474
Degenerating,1,1,2,0,37,24,4,0,1179,1179,1179,1,0,72.924,32.218,0.62,2.352,1.342,0.001,154,1.652,0.958,1056,1850,1416,1850,1948,1130,1179,355.343,35,23,3,7.043,1,322,21,19,161.606,19.975,0.947368421,3.022,1.071,0.003,262,4.03,1,399,1126,911,1282,1608,399,399,120.256,0.506,1.661,33.84223131,4.243,399,788
Degenerating,1,1,2,0,55,59,3,0,1040,1040,1040,1,0,178.07,32.249,0.505,2.196,0.831,0.001,594,3.124,1,1040,2748,2221,2766,3249,1040,1040,313.449,45,56,2,12.71,1,557,34.235,17,174.167,24.125,0.941176471,2.665,1.009,0.002,362,3.735,1,582,1538,1361,1664,2174,582,582,175.411,0.889,3.972,55.96157589,10.05,582,655
Degenerating,1,1,3,1,43,52,3,11.123,2,2550,851.333,3,0.667,113.188,47.744,0.631,1.739,0.972,0.378,466,1.712,0.963,2391,4278,3299,4290,4372,2459,2554,645.396,35,29,2,7.756,1,58,3.586,29,272.264,10.198,0.965517241,4.732,1.509,1.028,128,8.933,1,104,326,403,452,929,104,104,26.281,0.073,1.612,4.07207358,13.928,104,1423
Degenerating,0,1,2,1,33,18,3,0,1056,1056,1056,1,0,45.003,22.481,0.648,3.245,-1.965,0.705,54,1.242,0.782,826,404.949,1312,3313.85,1312,826,1056,272.804,30,18,2,7.998,149,226,187.5,2,61.247,18.519,0.5,3.315,-1.78,0.721,52,2.155,0.971,364,227.349,808,2062.886,808,364,375,96.877,0.573,0.483,35.51157608,0,375,654
Degenerating,0,1,2,1,43,25,10,9.192,4,1549,776.5,2,0.5,63.344,29.246,0.63,2.96,-1.495,0.643,138,1.372,0.82,1273,806.565,2131,5477.328,2131,1273,1553,392.443,37,12,3,7.132,1,7,2.571,7,176.363,4.243,0.857,8.49,-1.819,1.845,34,12,1,18,41.108,216,595.832,216,18,18,4.549,0.02,4.192,1.159149227,0,18,909
Degenerating,0,1,2,1,32,23,3,0,735,735,735,1,0,64.805,24.499,0.463,2.872,-1.612,0.624,92,1.788,0.935,687,383.73,1314,3340.738,1314,687,735,189.878,10,21,2,5.272,2,48,25,2,99.794,7.071,0.5,6.04,-1.776,1.313,42,5.84,1,50,70.836,292,756.823,292,50,50,12.917,0.206,1.99,6.802789159,0,50,243
Degenerating,1,0,0,0,63,83,3,12.93,1,1186,285.143,7,0.857,261.822,44.677,0.521,1.767,0.684,0.384,996,3.251,1,1996,5160,4494,5220,6488,1996,1996,504.389,47,73,1,12.121,1,79,10.192,26,279.34,16.279,0.961538462,3.464,0.994,0.753,262,6.653,1,265,924,881,1026,1763,265,265,66.965,0.269,3.873,13.276,22.694,265,985
Degenerating,1,1,3,1,40,46,3,0,1540,1540,1540,1,0,131.071,39.205,0.633,1.98,0.943,0.001,434,2.234,0.999,1499,3148,2526,3148,3441,1539,1540,389.158,34,37,2,7.352,1,92,12.667,12,194.161,12.329,0.916666667,4.169,1.223,0.007,140,6.283,1,152,518,472,566,955,152,152,38.41,0.163,2.503,9.870027084,11.662,152,931
Degenerating,1,1,1,1,24,52,3,0,828,828,828,1,0,82.867,26.664,0.479,2.691,-1.344,0.585,188,2.024,0.95,787,-469.114,1676,-4461.075,1676,787,828,209.236,23,48,2,8.464,1,307,37.7,10,112.892,19.416,0.9,3.113,-1.326,0.677,112,3.233,1,377,-310.859,1219,-3271.728,1219,377,377,95.268,0.847,1.737,45.531,0,377,445
Degenerating,0,1,2,1,26,80,11,12.882,1,2498,837.333,3,0.667,109.519,45.843,0.495,2.079,-1.054,0.452,332,1.684,0.942,2367,1529.508,4230,10943.92,4230,2367,2512,634.782,22,72,8,11.828,1,29,6.167,12,185.839,8.602,0.917,5.3,-1.316,1.152,76,7.757,1,74,134.482,574,1558.129,574,74,74,18.7,0.075,2.983,2.945893236,0,74,984
Degenerating,0,1,2,1,20,46,2,0,1013,1013,1013,1,0,81.305,31.828,0.353,2.227,-1.302,0.484,90,1.869,1,1013,405.11,1893,5521.218,1893,1013,1013,208.851,14,34,1,4.857,2,110,33.25,4,105.84,11.533,0.75,4.359,-1.479,0.947,62,4.383,1,133,118.657,583,1706.514,583,133,133,27.421,1.198,1.209,13.12945593,0,133,111
Degenerating,0,1,2,1,34,40,4,0,2168,2168,2168,1,0,65.613,39.871,0.538,2.146,-1.401,0.466,210,1.257,0.902,1955,823.316,2725,7212.164,2725,1955,2168,547.854,33,38,3,6.733,2,705,353.5,2,163.4,26.589,0.5,2.501,-0.938,0.544,350,3.355,1,707,689.107,2372,6305.446,2372,707,707,178.659,0.644,0.657,32.61069555,0,707,1098
Degenerating,0,1,2,1,16,24,5,0,509,509,509,1,0,42.141,18.38,0.637,4.03,-2.015,0.876,44,1.517,0.872,444,306.892,772,1881.303,772,444,509,131.494,15,22,5,0,295,295,295,1,53.858,17.001,0,3.882,-1.773,0.844,48,2.142,0.993,293,247.182,632,1544.19,632,293,295,76.21,0.902,0.595,57.95701705,0,295,327
Degenerating,0,1,2,1,66,58,6,14.895,195,3873,2034,2,0.5,97.953,50.269,0.575,1.836,-1.128,0.399,410,1.331,0.853,3471,1679.277,5415,13669.27,5415,3471,4068,1050.917,63,54,4,12.302,1,658,122.8,10,168.69,34.105,0.9,2.213,-0.926,0.481,286,2.851,0.982,1206,1011.513,3501,8911.897,3501,1206,1228,317.238,0.544,2.125,30.18677974,0,1228,2256
Degenerating,0,1,2,1,62,44,14,0,1546,1546,1546,2,0,134.198,49.011,0.722,6.506,-3.167,1.414,194,3.929,1.933,1479,961.013,2792,7272.037,2792,1479,1546,390.674,48,28,8,11.991,2,13,5.222,12,274.767,7.745,1.556,19.143,-4.876,4.16,44,21.758,2,33,65.391,354,978.485,354,33,33,8.339,1.138,3.557,2.134516246,0,33,195
Degenerating,0,1,2,1,29,37,8,0,2945,2945,2945,1,0,49.396,32.072,0.581,2.767,-1.656,0.601,186,0.939,0.704,2074,986.986,2766,6853.102,2766,2074,2945,760.804,19,26,4,5.768,12,213,80.333,3,77.838,14.568,0.667,4.046,-1.657,0.879,58,2.929,0.959,231,212.165,706,1788.957,706,231,241,62.259,0.154,2.788,8.183316597,0,241,1569
Degenerating,1,1,2,0,33,53,3,0,1184,1184,1184,1,0,132.037,34.409,0.576,2.11,0.989,0.001,396,2.451,1,1180,2518,2147,2530,2902,1184,1184,356.85,31,50,1,10.199,1,101,7.565,23,238.008,13.191,0.956521739,3.986,1.225,0.006,190,6.879,1,174,566,592,692,1197,174,174,52.443,0.272,1.679,14.69609079,10.198,174,639
Degenerating,1,0,0,0,73,35,3,10.789,1,1870,376,5,0.8,152.134,42.738,0.631,1.887,0.901,0.41,614,2.309,0.99,1796,3762,3100,3810,4341,1862,1880,475.076,63,31,2,10.681,1,231,38,12,203.548,21.354,0.916666667,2.891,0.994,0.628,322,4.496,1,456,1326,1201,1404,2050,456,456,115.231,0.391,4.484,24.255,8.544,456,1165
Degenerating,1,1,1,2,71,39,4,0,3258,3258,3258,1,0,88.76,49.104,0.552,1.809,-1.192,0.393,388,1.342,0.905,2947,-1170.556,4373,-11712.546,4373,2947,3258,823.297,60,34,2,9.592,1,415,92.5,8,159.482,27.203,0.875,2.46,-0.928,0.535,292,3.251,1,740,-716.524,2406,-6366.288,2406,740,740,186.998,0.352,3.255,22.71331002,0,740,2014
Degenerating,0,1,2,1,53,23,10,0,2521,2521,2521,1,0,54.204,35.719,0.681,2.762,-1.516,0.6,158,1.052,0.797,2009,1093.032,2653,6730.134,2653,2009,2521,637.057,50,19,8,8.954,1,151,19.4,15,206.666,17.059,0.933,3.369,-0.943,0.732,188,5.275,1,291,455.536,1535,4070.872,1535,291,291,73.536,0.175,1.386,11.54308013,0,291,1664
Degenerating,0,1,2,1,32,54,6,0,1552,1552,1552,1,0,62.628,32.173,0.628,2.726,-1.455,0.593,150,1.362,0.874,1356,801.668,2114,5190.359,2114,1356,1552,400.94,29,51,5,9.684,1,170,42.833,6,157.12,16.031,0.833,3.513,-1.084,0.764,136,4.58,1,257,337.598,1177,2998.549,1177,257,257,66.393,0.278,0.836,16.55933556,0,257,923
Degenerating,0,1,2,1,38,35,4,0,870,870,870,1,0,94.519,28.284,0.475,2.627,-1.238,0.571,166,2.174,0.972,846,609.137,1891,4750.808,1891,846,870,224.754,36,33,3,8.316,1,82,31.75,8,142.46,15.937,0.875,3.527,-1.165,0.767,108,4.307,1,254,305.863,1094,2795.025,1094,254,254,65.618,0.688,0.946,29.19547594,0,254,369
Degenerating,0,1,2,1,38,41,4,0,1947,1947,1947,1,0,60.879,36.478,0.599,2.265,-1.531,0.492,178,1.239,0.881,1715,701.084,2413,6140.933,2413,1715,1947,502.983,37,39,3,0,597,597,597,1,146.239,24.434,0,2.651,-0.992,0.576,328,3.296,1,597,533.329,1968,5044.869,1968,597,597,154.227,0.49,1.363,30.66246772,0,597,1219
Degenerating,0,1,2,1,45,117,5,13.409,1,4258,711.167,6,0.833,125.545,55.897,0.576,1.672,-0.994,0.363,570,1.546,0.901,3846,1932.437,6596,17517.85,6596,3846,4267,1078.271,40,74,2,12.425,1,23,4.263,19,227.666,9,0.947,5.143,-1.218,1.118,82,8.617,1,81,147.083,698,1911.18,698,81,81,20.469,0.037,5.986,1.898316842,0,81,2176
Degenerating,0,1,2,1,13,24,2,5.772,7,287,147,2,0.5,74.953,17.146,0.358,3.476,-1.542,0.756,86,2.673,1,294,222.102,786,2095.654,786,294,294,74.294,11,20,0,4.083,3,18,8.8,5,112.82,6.633,0.8,6.303,-1.849,1.37,28,6.614,1,44,57.927,291,800.174,291,44,44,11.119,1.189,0.455,14.96621531,0,44,37
Degenerating,1,1,3,1,75,57,3,10.841,21,3701,1861,2,0.5,178.115,60.934,0.628,1.455,0.758,0,574,2.043,0.999,3673,7052,5679,7058,7603,3719,3722,940.549,0,0,0,0,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.603,0,2158
Degenerating,1,1,2,0,51,71,5,0,1301,1301,1301,1,0,130.555,36.069,0.633,2.073,0.968,0.001,350,2.357,1,1279,2740,2093,2752,3067,1301,1301,392.113,50,70,5,11.802,1,825,87.6,10,149.337,29.597,0.9,2.328,0.993,0.001,320,2.942,1,875,2052,1653,2094,2577,876,876,264.021,0.877,2.583,67.33288618,4.243,876,999
Degenerating,0,1,2,1,36,29,4,0,1564,1564,1564,1,0,58.826,29.487,0.618,2.706,-1.578,0.588,126,1.303,0.822,1286,672.965,2038,5336.69,2038,1286,1564,395.223,30,13,2,6.314,1,7,3.4,5,139.695,4.123,0.8,8.654,-1.988,1.881,22,10.471,1,17,35.5,178,489.387,178,17,17,4.296,0.019,1.305,1.086981274,0,17,878
Degenerating,0,1,2,1,33,43,4,0,1634,1634,1634,1,0,85.194,37.781,0.487,2.096,-1.283,0.455,220,1.644,0.956,1562,779.35,2686,7141.127,2686,1562,1634,412.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609
Degenerating,1,0,0,0,25,17,1,0,477,477,477,1,0,57.93,21.84,0.538,2.848,1.677,0.002,40,1.916,1,477,810,664,816,914,477,477,143.765,24,13,1,4.733,1,49,8,11,178.837,9.381,0.909090909,5.003,1.529,0.011,106,7.136,1,88,288,305,366,628,88,88,26.523,0.352,0.583,18.44885751,3.606,88,250
Degenerating,0,1,2,1,37,51,4,0,2731,2731,2731,1,0,55.565,34.086,0.647,2.479,-1.592,0.539,182,1.042,0.752,2054,907.074,2845,7156.936,2845,2054,2731,705.52,35,49,2,9.166,1,180,44.429,7,178.089,17.635,0.857,3.284,-1.021,0.714,206,4.672,1,311,354.269,1453,3764.187,1453,311,311,80.343,0.183,2.026,11.38777072,0,311,1701
Degenerating,0,1,2,1,30,43,8,0,2870,2870,2870,1,0,54.049,34.494,0.593,2.574,-1.538,0.559,166,1.006,0.746,2140,1026.594,2887,7156.463,2887,2140,2870,741.429,26,41,7,7.056,2,720,106.143,7,122.281,26.71,0.857,2.582,-1.037,0.561,290,2.72,0.987,733,650.861,2021,5077.562,2021,733,743,191.945,0.441,1.21,25.88852068,0,743,1684
Degenerating,1,1,3,0,92,44,2,11.398,1,2085,192.727,11,0.909,225.558,45.816,0.557,1.761,0.736,0.383,946,2.884,0.997,2085,4986,4193,5046,6115,2113,2120,535.724,91,39,2,16.448,1,195,33.455,11,181.467,19.183,0.909090909,3.105,1.02,0.675,218,4.473,1,368,1120,989,1132,1646,368,368,92.994,0.323,9.629,17.359,17.889,368,1139
Degenerating,0,1,2,1,63,43,4,12.58,1374,1831,1602.5,2,0.5,94.47,48.425,0.537,1.871,-1.126,0.407,422,1.407,0.901,2888,1415.356,4509,11880.78,4509,2888,3205,809.903,43,32,4,6.808,1,19,6.625,16,211.867,10.296,0.938,4.702,-1.216,1.022,76,7.509,1,106,169.396,796,2177.848,796,106,106,26.786,0.073,5.476,3.307309641,0,106,1456
Degenerating,1,1,3,1,74,41,4,9.584,1,2531,637.25,4,0.75,151.8,50.488,0.543,1.64,0.861,0,590,2.083,1,2532,4822,3786,4840,5310,2549,2549,644.132,70,38,3,12.133,1,276,18.5,26,246.582,21.932,0.961538462,2.84,0.961,0.002,316,5.019,1,481,1422,1298,1560,2414,481,481,121.549,0.389,4.448,18.87020052,11.402,481,1238
Degenerating,0,1,2,1,19,16,5,0,549,549,549,1,0,38.919,17.678,0.678,3.989,-2.162,0.867,46,1.403,0.829,455,267.094,770,2003.482,770,455,549,138.732,7,11,3,4.528,14,21,17.5,2,75.419,5.916,0.5,6.802,-2.088,1.478,8,5.457,1,35,50.646,191,512.574,191,35,35,8.845,0.099,0.51,6.37560188,0,35,355
Degenerating,0,1,2,1,32,77,11,0,4727,4727,4727,1,0,82.575,52.838,0.633,1.922,-1.16,0.418,462,1.13,0.839,3966,1910.617,5341,13838.92,5341,3966,4727,1194.513,30,74,9,10.161,3,629,210.667,6,216.573,35.511,0.833,2.086,-0.76,0.453,558,3.335,0.999,1263,1350.87,4216,11081.27,4216,1263,1264,319.413,0.439,0.428,26.74001874,0,1264,2881
